timesheet_id,work_date,employee_code,project_id,hours_worked,task_description,allocation_id
357,2023-09-01,EMP0025,PRJ004,6.4,Security assessment,64
358,2023-09-04,EMP0025,PRJ004,6.4,Vulnerability testing,64
359,2023-09-05,EMP0025,PRJ004,6.4,Security policy development,64
360,2023-09-06,EMP0025,PRJ004,6.4,Penetration testing,64
361,2023-09-07,EMP0025,PRJ004,6.4,Risk analysis,64
362,2023-09-08,EMP0025,PRJ004,6.4,Compliance auditing,64
363,2023-09-11,EMP0025,PRJ004,6.4,Security monitoring,64
364,2023-09-12,EMP0025,PRJ004,6.4,Incident response planning,64
365,2023-09-13,EMP0025,PRJ004,6.4,Security training,64
366,2023-09-14,EMP0025,PRJ004,6.4,Threat modeling,64
367,2024-06-03,EMP0025,PRJ003,7.2,Security leadership,65
368,2024-06-04,EMP0025,PRJ003,7.2,Security architecture,65
369,2024-06-05,EMP0025,PRJ003,7.2,Team management,65
370,2024-06-06,EMP0025,PRJ003,7.2,Security strategy,65
371,2024-06-07,EMP0025,PRJ003,7.2,Stakeholder coordination,65
372,2024-06-10,EMP0025,PRJ003,7.2,Security governance,65
373,2024-06-11,EMP0025,PRJ003,7.2,Risk management,65
374,2024-06-12,EMP0025,PRJ003,7.2,Security program development,65
375,2024-06-13,EMP0025,PRJ003,7.2,Vendor security assessment,65
376,2024-06-14,EMP0025,PRJ003,7.2,Security metrics reporting,65
377,2023-07-03,EMP0026,PRJ005,4.8,Performance testing,66
378,2023-07-04,EMP0026,PRJ005,4.8,Load testing analysis,66
379,2023-07-05,EMP0026,PRJ005,4.8,System benchmarking,66
380,2023-07-06,EMP0026,PRJ005,4.8,Bottleneck identification,66
381,2023-07-07,EMP0026,PRJ005,4.8,Performance metrics,66
382,2023-07-10,EMP0026,PRJ005,4.8,Capacity planning,66
383,2023-07-11,EMP0026,PRJ005,4.8,Performance monitoring,66
384,2023-07-12,EMP0026,PRJ005,4.8,Optimization recommendations,66
385,2023-07-13,EMP0026,PRJ005,4.8,Test script development,66
386,2023-07-14,EMP0026,PRJ005,4.8,Performance reporting,66
387,2024-04-01,EMP0026,PRJ001,4.0,System optimization,67
388,2024-04-02,EMP0026,PRJ001,4.0,Performance tuning,67
389,2024-04-03,EMP0026,PRJ001,4.0,Database optimization,67
390,2024-04-04,EMP0026,PRJ001,4.0,Application profiling,67
391,2024-04-05,EMP0026,PRJ001,4.0,Resource utilization analysis,67
392,2024-04-08,EMP0026,PRJ001,4.0,Performance architecture,67
393,2024-04-09,EMP0026,PRJ001,4.0,Scalability assessment,67
394,2024-04-10,EMP0026,PRJ001,4.0,Infrastructure optimization,67
395,2024-04-11,EMP0026,PRJ001,4.0,Cost optimization,67
396,2024-04-12,EMP0026,PRJ001,4.0,Performance best practices,67
397,2023-04-17,EMP0027,PRJ002,5.6,System integration,68
398,2023-04-18,EMP0027,PRJ002,5.6,Integration testing,68
399,2023-04-19,EMP0027,PRJ002,5.6,Interface development,68
400,2023-04-20,EMP0027,PRJ002,5.6,Data mapping,68
401,2023-04-21,EMP0027,PRJ002,5.6,Integration architecture,68
402,2023-04-24,EMP0027,PRJ002,5.6,Middleware configuration,68
403,2023-04-25,EMP0027,PRJ002,5.6,ETL development,68
404,2023-04-26,EMP0027,PRJ002,5.6,Integration monitoring,68
405,2023-04-27,EMP0027,PRJ002,5.6,Error handling,68
406,2023-04-28,EMP0027,PRJ002,5.6,Performance optimization,68
407,2024-01-02,EMP0027,PRJ004,6.4,API development,69
408,2024-01-03,EMP0027,PRJ004,6.4,REST API design,69
409,2024-01-04,EMP0027,PRJ004,6.4,API documentation,69
